City_Code,Accomodation_Type,Reco_Insurance_Type,Is_Spouse,Health Indicator,Holding_Policy_Duration,Health Indicator_Missing_Flag,Holding_Policy_Duration_Missing_Flag,Holding_Policy_Type_Missing_Flag,Region_Code,Upper_Age,Lower_Age,Reco_Policy_Cat,Response,Reco_Policy_Premium_bin,Holding_Policy_Type_bin,Response_KMeans_Clusters
11,1,0,0,2,8,0,0,0,2029,23,23,14,0,3,2,2
0,0,0,0,2,15,0,1,1,1207,53,53,17,0,3,0,1
34,1,0,0,1,15,0,1,1,1042,21,21,13,0,3,0,1
10,1,0,0,1,15,0,1,1,1971,19,19,16,0,0,0,2
11,1,0,0,2,11,0,0,0,4963,54,54,21,0,3,2,0
33,0,0,0,4,7,0,0,0,389,26,26,19,1,3,1,3
11,1,0,0,0,0,1,0,0,2646,30,30,22,0,3,2,2
35,1,0,0,1,15,0,1,1,4022,53,53,22,0,3,0,4
22,1,0,0,2,0,0,0,0,1242,41,41,12,0,3,2,1
0,1,0,0,1,9,0,0,0,2001,31,31,20,0,3,1,2
0,0,0,0,2,0,0,0,0,134,40,40,17,0,3,1,3
8,0,0,0,0,15,1,1,1,200,26,26,22,1,3,0,3
1,0,0,0,0,14,1,0,0,1586,66,66,15,1,3,3,1
11,1,0,0,1,15,0,1,1,1073,21,21,18,0,0,0,1
22,0,0,0,1,5,0,0,0,1105,50,50,22,0,3,1,1
11,0,0,0,0,15,1,1,1,3862,75,75,22,0,3,0,4
31,0,0,0,5,11,0,0,0,2475,41,41,22,1,3,1,2
0,0,1,1,0,7,1,0,0,1329,51,41,18,0,3,3,1
0,0,1,1,1,7,0,0,0,125,46,22,5,0,3,3,3
21,1,0,0,1,15,0,1,1,1281,22,22,17,0,0,0,1
4,1,0,0,2,15,0,1,1,44,23,23,4,0,3,0,3
0,0,1,1,2,15,0,1,1,1134,75,55,20,0,3,0,1
0,0,0,0,4,10,0,0,0,3216,75,75,18,1,3,2,4
1,1,0,0,2,8,0,0,0,1048,37,37,3,0,3,2,1
35,1,0,0,4,15,0,1,1,1349,37,37,21,0,3,0,1
7,1,0,0,0,8,1,0,0,40,29,29,19,0,3,1,3
11,0,0,0,0,15,1,1,1,2371,69,69,11,0,3,0,2
11,1,0,0,0,15,1,1,1,1945,75,75,22,0,3,0,2
0,1,0,0,1,15,0,1,1,2477,28,28,16,0,3,0,2
11,0,1,1,4,13,0,0,0,1674,57,54,18,0,3,2,1
22,1,0,0,1,15,0,1,1,1771,28,28,20,1,3,0,2
11,1,0,0,1,14,0,0,0,252,69,69,18,0,3,1,3
21,1,0,0,0,15,1,1,1,4306,18,18,2,0,3,0,0
8,1,0,0,1,1,0,0,0,1142,52,52,22,1,3,1,1
0,0,1,1,3,15,0,1,1,2579,74,67,21,0,3,0,2
26,1,0,0,4,15,0,1,1,2977,25,25,16,0,3,0,4
11,0,1,1,0,11,1,0,0,3683,57,53,17,0,3,3,4
35,1,0,0,5,15,0,1,1,2808,42,42,21,0,3,0,2
28,1,0,0,0,15,1,1,1,1468,21,21,2,0,3,0,1
8,1,0,0,0,8,1,0,0,901,27,27,15,0,3,1,1
0,0,1,1,0,11,1,0,0,369,66,60,7,0,3,1,3
30,0,0,0,1,8,0,0,0,554,28,28,21,0,0,3,3
34,0,0,0,4,7,0,0,0,3943,55,55,21,0,3,3,4
11,0,1,1,2,8,0,0,0,4228,62,33,3,0,3,2,0
1,0,0,0,3,12,0,0,0,4590,37,37,12,0,3,1,0
22,1,0,0,0,15,1,1,1,1678,58,58,18,0,3,0,1
22,0,0,0,2,5,0,0,0,409,54,54,20,0,3,1,3
0,1,0,0,1,15,0,1,1,4428,22,22,16,1,0,0,0
5,0,1,1,2,13,0,0,0,3329,75,66,21,0,3,2,4
14,1,0,0,2,7,0,0,0,538,22,22,21,1,0,1,3
7,1,0,0,3,0,0,0,0,2924,22,22,20,0,3,1,4
0,0,0,0,2,15,0,1,1,6,23,23,7,1,3,0,3
2,1,0,0,0,8,1,0,0,175,27,27,16,0,3,2,3
1,0,0,0,1,15,0,1,1,193,52,52,18,0,3,0,3
35,0,0,0,0,7,1,0,0,877,37,37,10,0,3,1,1
35,0,0,0,6,7,0,0,0,263,36,36,19,0,3,3,3
22,0,0,0,1,15,0,1,1,2203,53,53,19,1,3,0,2
33,1,0,0,2,11,0,0,0,2150,53,53,12,1,3,1,2
11,0,0,0,0,11,1,0,0,905,47,47,21,0,3,1,1
34,1,0,0,3,15,0,1,1,2007,24,24,13,1,3,0,2
0,1,0,0,0,11,1,0,0,205,31,31,21,0,3,1,3
10,1,1,1,0,15,1,1,1,2491,26,24,1,0,3,0,2
7,0,1,1,2,7,0,0,0,1079,28,27,17,1,3,2,1
5,1,0,0,4,15,0,1,1,3764,27,27,9,0,3,0,4
11,0,1,1,5,4,0,0,0,2560,52,51,14,0,3,2,2
11,1,0,0,3,7,0,0,0,2953,27,27,13,1,3,2,4
32,0,0,0,1,15,0,1,1,3170,28,28,22,0,3,0,4
0,0,1,1,5,5,0,0,0,171,71,70,5,0,3,2,3
0,0,0,0,6,15,0,1,1,2682,53,53,22,0,3,0,2
0,0,0,0,4,5,0,0,0,3635,67,67,17,1,3,1,4
11,1,0,0,2,8,0,0,0,1041,30,30,22,0,3,3,1
11,1,0,0,4,15,0,1,1,789,24,24,11,0,3,0,1
11,0,0,0,4,15,0,1,1,457,74,74,22,0,3,0,3
32,0,0,0,4,15,0,1,1,2952,51,51,22,0,3,0,4
33,1,0,0,6,0,0,0,0,2970,23,23,16,0,3,1,4
11,0,0,0,3,5,0,0,0,4270,75,75,14,0,3,2,0
32,0,1,1,0,11,1,0,0,1411,28,25,1,0,3,2,1
16,0,0,0,0,2,1,0,0,1104,75,75,22,1,3,3,1
11,1,0,0,4,0,0,0,0,168,36,36,13,0,3,2,3
6,1,0,0,3,15,0,1,1,769,75,75,21,0,3,0,3
0,0,0,0,2,15,0,1,1,169,54,54,21,1,3,0,3
1,0,0,0,4,7,0,0,0,765,57,57,22,1,3,3,3
22,0,1,0,2,13,0,0,0,1109,72,52,18,1,3,2,1
6,0,0,0,1,15,0,1,1,553,41,41,22,1,3,0,3
35,1,0,0,0,0,1,0,0,20,24,24,2,0,0,1,3
11,0,1,0,4,15,0,1,1,4230,67,63,18,1,3,0,0
22,0,1,1,2,15,0,1,1,3292,40,16,21,1,3,0,4
33,1,0,0,0,9,1,0,0,1715,29,29,15,0,0,3,1
11,1,0,0,0,15,1,1,1,4422,22,22,14,0,3,0,0
17,0,0,0,2,14,0,0,0,4323,66,66,1,0,3,1,0
8,0,0,0,3,15,0,1,1,901,32,32,15,0,3,0,1
11,1,0,0,1,15,0,1,1,1401,28,28,3,0,0,0,1
0,0,0,0,1,7,0,0,0,3447,73,73,17,0,3,3,4
14,1,0,0,2,7,0,0,0,2108,25,25,2,0,0,1,2
22,1,0,0,1,9,0,0,0,1098,46,46,20,0,3,2,1
0,0,0,0,2,15,0,1,1,485,26,26,8,1,3,0,3
11,0,1,0,2,15,0,1,1,664,53,28,11,0,3,0,3
33,0,0,0,4,0,0,0,0,2803,25,25,2,0,3,1,2
0,0,0,0,2,5,0,0,0,268,55,55,22,1,3,1,3
8,1,0,0,6,5,0,0,0,2083,59,59,13,0,3,2,2
3,0,1,1,5,15,0,1,1,3817,61,57,18,0,3,0,4
1,1,0,0,1,0,0,0,0,1309,49,49,19,0,3,1,1
11,1,0,0,1,15,0,1,1,706,22,22,17,0,0,0,3
22,0,0,0,4,1,0,0,0,64,74,74,15,0,3,1,3
35,0,0,0,2,15,0,1,1,1349,31,31,16,1,3,0,1
26,1,0,0,1,15,0,1,1,4255,23,23,2,1,0,0,0
0,0,0,0,0,9,1,0,0,2107,75,75,21,0,3,2,2
0,0,0,0,1,8,0,0,0,3225,46,46,12,0,3,1,4
10,0,0,0,2,15,0,1,1,423,73,73,19,0,3,0,3
17,0,1,1,2,3,0,0,0,4323,36,34,1,0,3,2,0
14,1,0,0,2,15,0,1,1,2,23,23,21,0,3,0,3
1,1,0,0,6,0,0,0,0,82,33,33,2,0,3,1,3
14,0,0,0,1,15,0,1,1,1630,47,47,2,0,3,0,1
1,1,0,0,3,15,0,1,1,2061,24,24,18,0,3,0,2
11,1,0,0,2,11,0,0,0,2442,35,35,17,0,3,1,2
6,0,0,0,2,15,0,1,1,1575,37,37,21,0,3,0,1
9,1,0,0,2,15,0,1,1,2443,52,52,19,0,3,0,2
11,1,0,0,1,15,0,1,1,4937,21,21,18,0,3,0,0
22,0,0,0,4,0,0,0,0,823,40,40,16,0,3,1,1
34,0,0,0,0,9,1,0,0,3924,43,43,1,0,3,2,4
0,0,0,0,1,11,0,0,0,609,75,75,5,0,3,3,3
22,0,1,1,1,13,0,0,0,3798,69,67,9,0,3,1,4
1,0,1,1,0,15,1,1,1,2211,75,61,21,0,3,0,2
22,1,0,0,1,0,0,0,0,1225,28,28,16,0,3,1,1
30,1,0,0,1,7,0,0,0,1051,31,31,18,0,3,2,1
35,1,0,0,1,8,0,0,0,418,24,24,4,0,0,1,3
0,0,0,0,4,15,0,1,1,2807,42,42,18,0,3,0,2
11,0,0,0,2,11,0,0,0,2935,50,50,22,0,3,1,4
11,0,1,1,2,14,0,0,0,4537,46,36,22,0,3,3,0
30,1,0,0,4,15,0,1,1,2488,24,24,16,0,0,0,2
3,1,1,1,1,5,0,0,0,115,69,67,19,0,3,2,3
5,1,0,0,2,10,0,0,0,2580,43,43,10,0,3,1,2
8,1,0,0,2,7,0,0,0,2517,35,35,1,0,3,1,2
32,0,0,0,4,1,0,0,0,5605,65,65,21,0,3,3,0
22,1,0,0,3,15,0,1,1,3339,20,20,12,0,3,0,4
10,1,0,0,3,7,0,0,0,831,25,25,19,0,3,1,1
10,1,0,0,5,7,0,0,0,739,29,29,20,0,3,1,3
0,0,0,0,1,11,0,0,0,3470,59,59,22,0,3,3,4
11,1,0,0,0,15,1,1,1,1814,22,22,3,0,0,0,2
22,1,0,0,0,15,1,1,1,3564,19,19,22,1,0,0,4
11,0,1,1,1,0,0,0,0,194,42,40,22,1,3,1,3
8,1,0,0,4,15,0,1,1,4341,30,30,1,0,3,0,0
9,1,0,0,3,15,0,1,1,1752,20,20,19,0,3,0,2
17,1,0,0,4,7,0,0,0,1266,43,43,19,0,3,2,1
31,0,1,0,6,15,0,1,1,113,45,19,19,0,3,0,3
0,0,1,1,4,10,0,0,0,4273,66,62,18,0,3,2,0
35,0,0,0,3,15,0,1,1,1558,50,50,22,0,3,0,1
11,1,1,0,5,12,0,0,0,3185,29,25,22,0,3,3,4
0,0,0,0,1,15,0,1,1,985,20,20,20,0,3,0,1
0,1,0,0,0,15,1,1,1,527,31,31,18,0,3,0,3
11,0,0,0,4,13,0,0,0,966,47,47,17,0,3,3,1
31,0,0,0,0,5,1,0,0,3767,51,51,18,1,3,2,4
32,0,0,0,0,15,1,1,1,377,75,75,18,1,3,0,3
0,0,0,0,1,5,0,0,0,3856,49,49,22,1,3,2,4
0,0,1,0,1,15,0,1,1,4075,42,16,18,1,3,0,4
6,0,1,1,5,10,0,0,0,213,57,56,12,0,3,1,3
6,1,0,0,1,8,0,0,0,251,23,23,22,1,3,1,3
22,1,0,0,1,15,0,1,1,783,23,23,21,0,3,0,1
7,1,1,1,6,15,0,1,1,1122,22,21,20,0,3,0,1
12,1,0,0,2,15,0,1,1,2421,21,21,21,0,3,0,2
2,0,0,0,2,11,0,0,0,98,30,30,18,1,3,2,3
30,1,0,0,3,15,0,1,1,3661,20,20,19,0,0,0,4
0,0,0,0,4,7,0,0,0,1085,43,43,19,0,3,2,1
0,0,0,0,3,11,0,0,0,469,75,75,17,0,3,1,3
22,1,0,0,1,15,0,1,1,87,31,31,17,0,3,0,3
25,0,0,0,0,14,1,0,0,1593,60,60,4,0,3,2,1
0,0,0,0,0,15,1,1,1,448,33,33,18,1,3,0,3
0,1,0,0,1,15,0,1,1,3701,29,29,16,1,0,0,4
22,0,1,1,0,8,1,0,0,678,68,63,20,0,3,3,3
12,1,0,0,0,7,1,0,0,181,52,52,21,0,3,1,3
26,1,0,0,1,15,0,1,1,390,25,25,20,1,3,0,3
1,1,0,0,2,13,0,0,0,1685,32,32,18,1,3,3,1
9,0,0,0,4,0,0,0,0,277,56,56,22,1,3,1,3
18,1,0,0,0,15,1,1,1,1248,23,23,17,0,3,0,1
30,1,0,0,2,5,0,0,0,1237,71,71,18,1,3,2,1
16,0,0,0,0,15,1,1,1,3098,46,46,16,0,3,0,4
33,1,0,0,2,15,0,1,1,2247,26,26,21,0,0,0,2
0,0,0,0,0,5,1,0,0,68,71,71,21,0,3,2,3
22,0,0,0,1,9,0,0,0,1485,27,27,20,0,3,1,1
11,0,0,0,3,15,0,1,1,117,34,34,18,1,3,0,3
34,1,0,0,0,15,1,1,1,3208,29,29,1,0,3,0,4
0,1,0,0,1,8,0,0,0,15,57,57,17,0,3,1,3
22,1,0,0,1,15,0,1,1,783,21,21,1,0,0,0,1
11,1,0,0,4,7,0,0,0,203,24,24,11,0,0,2,3
7,1,0,0,6,9,0,0,0,79,46,46,19,0,3,1,3
0,1,0,0,6,15,0,1,1,2862,30,30,19,0,3,0,4
0,1,0,0,1,15,0,1,1,285,55,55,19,0,3,0,3
31,0,0,0,1,8,0,0,0,3732,34,34,1,0,3,1,4
35,0,0,0,6,8,0,0,0,3682,37,37,1,0,3,2,4
6,1,0,0,1,10,0,0,0,1203,75,75,22,0,3,1,1
22,1,0,0,1,15,0,1,1,783,41,41,1,0,3,0,1
30,1,0,0,6,15,0,1,1,1201,20,20,18,0,3,0,1
0,0,0,0,2,0,0,0,0,1837,29,29,19,0,3,1,2
3,0,0,0,1,9,0,0,0,1062,62,62,15,0,3,2,1
0,0,0,0,5,4,0,0,0,63,65,65,17,0,3,1,3
34,0,1,1,4,15,0,1,1,144,31,28,6,0,3,0,3
22,0,0,0,0,0,1,0,0,823,56,56,16,0,3,1,1
0,0,0,0,2,5,0,0,0,340,66,66,15,0,3,1,3
22,1,0,0,5,10,0,0,0,2044,26,26,17,0,3,3,2
6,0,0,0,5,15,0,1,1,4432,38,38,10,0,3,0,0
2,1,0,0,0,15,1,1,1,547,20,20,19,0,3,0,3
8,0,0,0,4,15,0,1,1,328,34,34,20,0,3,0,3
0,1,1,1,4,7,0,0,0,2026,43,38,22,1,3,3,2
22,0,1,1,0,12,1,0,0,2205,53,51,9,1,3,2,2
34,0,1,1,1,15,0,1,1,5208,52,50,22,1,3,0,0
0,1,0,0,1,5,0,0,0,1436,47,47,14,0,3,2,1
0,1,0,0,0,15,1,1,1,1399,29,29,20,1,3,0,1
15,1,0,0,6,15,0,1,1,80,47,47,18,0,3,0,3
31,1,0,0,1,7,0,0,0,2527,30,30,14,1,3,2,2
0,0,1,0,1,15,0,1,1,3005,48,46,19,0,3,0,4
0,0,0,0,6,15,0,1,1,1705,24,24,19,0,0,0,1
30,1,0,0,1,14,0,0,0,136,33,33,2,0,3,1,3
13,1,0,0,0,0,1,0,0,3058,55,55,13,0,3,1,4
30,0,0,0,0,15,1,1,1,248,52,52,5,0,3,0,3
15,0,0,0,1,12,0,0,0,1,36,36,18,0,3,2,3
11,1,0,0,2,15,0,1,1,1512,26,26,3,0,0,0,1
34,0,1,1,4,10,0,0,0,4179,28,26,18,0,3,2,0
0,0,0,0,2,15,0,1,1,1303,33,33,22,0,3,0,1
22,0,0,0,1,9,0,0,0,563,38,38,2,1,3,2,3
33,1,0,0,1,15,0,1,1,3276,25,25,20,1,3,0,4
35,1,1,1,0,8,1,0,0,2093,70,62,21,0,3,2,2
11,0,0,0,2,15,0,1,1,3539,75,75,22,0,3,0,4
0,1,0,0,5,8,0,0,0,923,43,43,8,0,3,1,1
5,0,0,0,4,15,0,1,1,234,65,65,21,0,3,0,3
22,1,0,0,1,7,0,0,0,607,27,27,20,0,0,2,3
0,1,0,0,1,1,0,0,0,3007,47,47,5,1,3,1,4
11,1,0,0,2,8,0,0,0,706,24,24,21,0,3,2,3
19,0,0,0,1,6,0,0,0,2066,44,44,15,1,3,2,2
8,0,1,1,1,9,0,0,0,3080,68,60,1,0,3,1,4
14,1,0,0,0,15,1,1,1,4254,19,19,1,0,0,0,0
11,1,0,0,4,8,0,0,0,18,31,31,21,0,3,2,3
35,0,0,0,1,15,0,1,1,66,52,52,22,0,3,0,3
5,0,0,0,2,8,0,0,0,2035,26,26,21,0,3,2,2
11,0,0,0,1,3,0,0,0,2122,70,70,18,0,3,3,2
2,1,0,0,2,15,0,1,1,547,24,24,19,0,0,0,3
4,1,1,0,1,10,0,0,0,289,53,21,17,1,3,3,3
11,1,0,0,5,0,0,0,0,107,32,32,12,0,3,1,3
11,0,0,0,0,8,1,0,0,1804,49,49,22,0,3,2,2
32,1,0,0,1,15,0,1,1,1150,26,26,22,0,0,0,1
17,1,0,0,1,7,0,0,0,478,26,26,18,1,3,2,3
34,0,0,0,4,8,0,0,0,2724,33,33,21,0,3,1,2
0,0,1,1,1,13,0,0,0,643,54,49,8,1,3,2,3
22,1,0,0,2,15,0,1,1,482,27,27,22,0,3,0,3
6,1,0,0,0,8,1,0,0,2109,29,29,21,0,0,2,2
34,0,0,0,6,12,0,0,0,4286,51,51,20,0,3,1,0
7,1,0,0,0,15,1,1,1,1994,20,20,12,1,0,0,2
8,0,1,1,0,15,1,1,1,1830,62,56,15,0,3,0,2
32,0,1,0,1,10,0,0,0,439,40,21,9,0,3,1,3
0,1,1,1,2,12,0,0,0,923,33,32,8,0,3,1,1
11,0,1,1,5,9,0,0,0,1160,54,19,17,1,3,3,1
33,0,0,0,2,8,0,0,0,2707,27,27,17,1,3,1,2
8,0,0,0,3,11,0,0,0,160,52,52,19,0,3,1,3
11,0,0,0,4,7,0,0,0,4310,47,47,14,1,3,2,0
5,1,0,0,4,0,0,0,0,234,37,37,19,0,3,1,3
0,1,0,0,0,15,1,1,1,1526,58,58,12,0,3,0,1
30,1,0,0,0,5,1,0,0,2431,35,35,19,0,3,1,2
34,0,0,0,1,9,0,0,0,3122,25,25,17,0,3,3,4
32,1,0,0,2,15,0,1,1,4600,25,25,13,0,3,0,0
7,1,0,0,0,9,1,0,0,2461,25,25,16,0,3,1,2
30,1,0,0,1,15,0,1,1,209,22,22,22,0,0,0,3
11,1,0,0,1,15,0,1,1,18,75,75,22,0,3,0,3
11,0,1,0,2,8,0,0,0,149,53,27,22,0,3,1,3
0,0,0,0,1,8,0,0,0,643,74,74,22,1,3,2,3
0,0,0,0,1,15,0,1,1,3455,69,69,16,0,3,0,4
0,0,0,0,0,15,1,1,1,284,26,26,19,0,3,0,3
0,1,0,0,4,11,0,0,0,3856,56,56,12,0,3,3,4
0,0,0,0,1,15,0,1,1,434,67,67,20,1,3,0,3
1,1,0,0,0,8,1,0,0,1676,33,33,20,1,3,1,1
22,0,0,0,2,10,0,0,0,721,36,36,18,1,3,3,3
16,0,0,0,4,15,0,1,1,2185,42,42,21,0,3,0,2
34,1,0,0,3,15,0,1,1,2213,19,19,12,0,0,0,2
1,1,0,0,6,15,0,1,1,3128,40,40,12,1,3,0,4
11,1,0,0,2,9,0,0,0,3421,25,25,18,0,3,2,4
5,0,0,0,3,14,0,0,0,451,75,75,21,0,3,2,3
30,0,0,0,3,10,0,0,0,3376,32,32,21,0,1,2,4
22,1,0,0,0,15,1,1,1,2206,24,24,22,1,3,0,2
22,0,0,0,1,11,0,0,0,4155,28,28,22,0,3,1,0
22,0,1,1,1,15,0,1,1,58,45,40,18,1,3,0,3
0,0,0,0,1,15,0,1,1,123,21,21,16,0,3,0,3
15,1,0,0,0,15,1,1,1,177,20,20,13,1,0,0,3
34,0,0,0,0,14,1,0,0,642,35,35,12,0,3,2,3
5,1,0,0,1,15,0,1,1,2720,75,75,14,0,3,0,2
1,0,1,0,2,15,0,1,1,29,65,45,18,1,3,0,3
34,0,0,0,1,5,0,0,0,5240,75,75,22,0,3,3,0
35,0,1,1,0,9,1,0,0,1712,50,48,22,0,3,3,1
0,1,0,0,0,15,1,1,1,3446,24,24,17,1,3,0,4
0,0,0,0,2,11,0,0,0,24,54,54,7,0,3,2,3
11,0,0,0,0,15,1,1,1,2162,53,53,14,0,3,0,2
0,0,1,1,5,5,0,0,0,89,68,62,7,0,3,3,3
16,0,0,0,5,15,0,1,1,2113,50,50,1,0,3,0,2
35,1,0,0,3,15,0,1,1,4209,19,19,22,0,0,0,0
13,1,0,0,1,15,0,1,1,4890,24,24,10,0,0,0,0
31,1,0,0,2,15,0,1,1,347,21,21,22,1,0,0,3
9,1,0,0,4,0,0,0,0,5323,60,60,2,0,3,2,0
0,1,0,0,3,5,0,0,0,38,56,56,16,0,3,1,3
10,1,0,0,4,15,0,1,1,1408,34,34,2,0,3,0,1
0,0,1,1,5,9,0,0,0,399,75,65,14,0,3,2,3
31,1,1,1,2,0,0,0,0,514,41,27,20,0,3,1,3
0,1,1,1,0,5,1,0,0,676,63,61,19,0,3,1,3
15,1,0,0,0,15,1,1,1,91,20,20,18,0,3,0,3
11,0,0,0,3,15,0,1,1,2253,57,57,13,0,3,0,2
22,0,0,0,1,11,0,0,0,1105,42,42,21,1,3,2,1
0,0,0,0,4,9,0,0,0,4450,67,67,8,0,3,2,0
0,0,1,1,3,10,0,0,0,1890,74,72,19,0,3,1,2
33,0,0,0,0,5,1,0,0,1198,35,35,20,0,3,1,1
0,0,0,0,2,15,0,1,1,1260,75,75,22,0,3,0,1
32,1,0,0,3,15,0,1,1,2077,22,22,18,0,0,0,2
33,0,0,0,1,15,0,1,1,1270,66,66,21,0,3,0,1
0,0,1,1,0,8,1,0,0,697,67,64,16,0,3,2,3
1,1,0,0,3,10,0,0,0,293,25,25,18,0,0,2,3
11,0,1,1,2,10,0,0,0,2018,74,72,3,0,3,2,2
13,0,0,0,4,3,0,0,0,3985,50,50,14,0,3,2,4
0,0,1,1,1,15,0,1,1,2578,71,70,14,0,3,0,2
12,0,0,0,2,10,0,0,0,323,40,40,22,0,3,1,3
11,1,0,0,1,15,0,1,1,502,20,20,12,1,3,0,3
11,1,0,0,1,9,0,0,0,1673,63,63,15,0,3,3,1
32,1,0,0,1,15,0,1,1,1269,23,23,17,1,0,0,1
32,1,0,0,0,15,1,1,1,2173,23,23,22,0,0,0,2
0,0,1,1,2,0,0,0,0,700,36,35,17,0,3,1,3
35,0,0,0,1,15,0,1,1,518,22,22,6,0,3,0,3
0,0,1,1,2,7,0,0,0,3052,65,63,13,0,3,1,4
33,0,0,0,4,7,0,0,0,685,43,43,13,0,3,1,3
30,0,0,0,1,15,0,1,1,3035,20,20,15,1,2,0,4
8,0,0,0,0,15,1,1,1,2518,34,34,15,1,3,0,2
0,1,0,0,1,9,0,0,0,1443,33,33,13,0,3,2,1
22,1,0,0,0,15,1,1,1,1078,23,23,12,0,3,0,1
0,0,1,1,2,5,0,0,0,2288,69,62,22,0,3,3,2
34,0,1,0,3,4,0,0,0,1813,54,21,17,0,3,1,2
34,0,0,0,4,0,0,0,0,1345,24,24,18,0,3,2,1
10,0,1,1,4,2,0,0,0,4083,57,45,1,0,3,1,4
0,1,0,0,2,2,0,0,0,19,61,61,7,0,3,1,3
27,1,0,0,0,15,1,1,1,773,26,26,10,0,3,0,1
3,1,0,0,3,7,0,0,0,104,42,42,19,0,3,1,3
22,0,0,0,2,13,0,0,0,42,43,43,21,0,3,1,3
0,1,0,0,2,7,0,0,0,1287,24,24,18,0,3,1,1
30,0,0,0,0,10,1,0,0,191,52,52,22,0,3,2,3
3,0,0,0,1,9,0,0,0,1783,30,30,13,0,3,1,2
0,0,0,0,1,14,0,0,0,38,64,64,7,0,3,1,3
0,0,0,0,0,15,1,1,1,644,45,45,20,0,3,0,3
30,0,0,0,1,9,0,0,0,1679,29,29,12,0,0,1,1
0,0,1,1,4,5,0,0,0,27,69,66,17,0,3,3,3
35,0,1,1,4,7,0,0,0,2782,65,63,21,0,3,2,2
6,0,1,1,4,5,0,0,0,4267,65,60,1,0,3,3,0
11,0,0,0,1,5,0,0,0,4042,73,73,14,0,3,2,4
0,1,1,1,1,15,0,1,1,2499,22,21,19,0,3,0,2
34,0,1,1,0,14,1,0,0,473,61,22,22,1,3,2,3
2,1,0,0,2,8,0,0,0,3094,34,34,17,0,3,1,4
0,0,0,0,1,15,0,1,1,963,69,69,20,0,3,0,1
30,1,0,0,0,15,1,1,1,1968,22,22,18,0,3,0,2
5,1,0,0,0,15,1,1,1,753,25,25,18,0,3,0,3
15,0,0,0,1,0,0,0,0,185,44,44,13,0,3,1,3
0,0,0,0,3,14,0,0,0,3973,32,32,20,0,3,1,4
11,1,0,0,5,15,0,1,1,2982,29,29,3,0,3,0,4
11,0,1,1,1,10,0,0,0,489,40,38,3,0,3,2,3
0,0,0,0,1,15,0,1,1,534,28,28,16,0,3,0,3
1,1,0,0,3,15,0,1,1,2268,26,26,19,0,3,0,2
0,0,0,0,3,15,0,1,1,442,56,56,17,1,3,0,3
4,1,0,0,0,15,1,1,1,402,27,27,4,0,3,0,3
11,1,0,0,1,15,0,1,1,158,32,32,22,0,3,0,3
22,0,1,1,5,6,0,0,0,356,73,66,19,0,3,1,3
30,0,0,0,2,7,0,0,0,2943,45,45,5,1,3,2,4
0,0,0,0,5,15,0,1,1,318,66,66,7,0,3,0,3
11,1,1,1,1,11,0,0,0,307,31,23,21,0,3,1,3
0,0,0,0,2,15,0,1,1,4717,44,44,19,1,3,0,0
30,0,1,1,0,8,1,0,0,596,70,65,18,0,3,2,3
5,0,0,0,1,12,0,0,0,2460,32,32,22,1,3,2,2
19,1,0,0,2,8,0,0,0,1533,28,28,13,0,3,1,1
11,0,1,1,2,15,0,1,1,2306,35,32,3,0,3,0,2
1,0,0,0,1,15,0,1,1,2553,58,58,18,0,3,0,2
0,0,1,1,3,5,0,0,0,527,54,21,18,0,3,3,3
10,1,0,0,1,0,0,0,0,3403,33,33,22,1,3,1,4
31,1,0,0,1,15,0,1,1,1784,27,27,20,0,3,0,2
6,0,0,0,1,9,0,0,0,50,27,27,19,0,3,2,3
0,0,1,1,2,15,0,1,1,2148,74,72,19,0,3,0,2
0,0,0,0,4,15,0,1,1,854,29,29,18,0,3,0,1
33,0,0,0,0,15,1,1,1,3396,62,62,9,0,3,0,4
11,0,0,0,1,9,0,0,0,218,42,42,22,0,3,2,3
35,0,0,0,3,15,0,1,1,1349,74,74,22,0,3,0,1
0,0,0,0,3,4,0,0,0,24,75,75,18,0,3,2,3
11,0,1,1,4,3,0,0,0,2839,70,69,18,0,3,2,4
35,0,1,0,0,7,1,0,0,2800,53,19,14,0,3,1,2
22,0,1,1,2,0,0,0,0,4910,28,27,22,0,3,3,0
35,0,1,0,5,15,0,1,1,3941,41,35,4,0,3,0,4
0,0,1,1,5,0,0,0,0,399,71,63,19,0,3,2,3
30,0,0,0,1,15,0,1,1,81,60,60,18,0,3,0,3
30,1,0,0,3,15,0,1,1,4536,25,25,22,0,3,0,0
2,1,0,0,0,1,1,0,0,5072,39,39,9,0,3,3,0
11,0,0,0,2,15,0,1,1,2003,35,35,18,0,3,0,2
4,0,0,0,1,8,0,0,0,396,67,67,22,0,3,2,3
7,1,0,0,0,15,1,1,1,326,22,22,16,0,0,0,3
31,1,0,0,1,8,0,0,0,514,43,43,20,0,3,1,3
30,0,0,0,4,5,0,0,0,3086,56,56,18,0,3,2,4
30,0,0,0,5,15,0,1,1,1362,26,26,9,0,3,0,1
18,1,0,0,6,7,0,0,0,2082,24,24,4,0,3,3,2
6,1,1,1,2,0,0,0,0,1503,71,59,21,0,3,2,1
1,1,0,0,4,15,0,1,1,293,26,26,14,1,3,0,3
16,1,0,0,1,7,0,0,0,2185,39,39,2,1,3,1,2
35,0,0,0,2,15,0,1,1,1611,61,61,22,1,3,0,1
11,0,0,0,1,0,0,0,0,1649,75,75,22,1,3,3,1
